1.176571428571428669e+03,2.133599999999999852e+02
1.372500000000000000e+03,1.712650000000000148e+02
1.176428571428571331e+03,3.219099999999999682e+02
1.069480519480519547e+02,2.195859740259740533e+02
1.646799999999999955e+03,2.470800000000000125e+02
1.083421052631578902e+02,2.513960526315789252e+02
2.058500000000000000e+03,2.712975000000000136e+02
2.225405405405405475e+02,3.310648648648648305e+02
1.372333333333333258e+03,2.412316666666666549e+02
7.485454545454545041e+02,2.421090909090909236e+02
5.489333333333332803e+02,3.087333333333333485e+02
4.117000000000000000e+03,5.050000000000000000e+02
2.058500000000000000e+03,3.499099999999999682e+02
4.116500000000000000e+03,3.455000000000000000e+02
1.029125000000000000e+03,2.686000000000000227e+02
8.232999999999999545e+02,2.580480000000000018e+02
2.493636363636363740e+02,1.998472727272727525e+02
1.645799999999999955e+03,2.213699999999999761e+02
7.480909090909091219e+02,2.599054545454545746e+02
1.645799999999999955e+03,1.869879999999999995e+02
2.165526315789473699e+02,2.516636842105263554e+02
8.228999999999999773e+02,1.610400000000000205e+02
4.331052631578947398e+02,2.453978947368420904e+02
4.114500000000000000e+03,2.135000000000000000e+02
2.285833333333333428e+02,2.549283333333333417e+02
2.057250000000000000e+03,3.249750000000000227e+02
1.645799999999999955e+03,2.475999999999999943e+02
2.057250000000000000e+03,1.443249999999999886e+02
1.645599999999999909e+03,3.393999999999999773e+02
3.740000000000000000e+02,1.688181818181818130e+02
8.227999999999999545e+02,2.900880000000000223e+02
5.484666666666666970e+02,2.155606666666666911e+02
4.113500000000000227e+02,4.344739999999999895e+02
1.028375000000000000e+03,1.224687500000000000e+02
3.427916666666666856e+02,2.510833333333333428e+02
7.479090909090908781e+02,3.407045454545454390e+02
1.645200000000000045e+03,3.213999999999999773e+02
4.113000000000000000e+03,6.800000000000000000e+01
1.645200000000000045e+03,2.313979999999999961e+02
2.056250000000000000e+03,2.350000000000000000e+02
2.741666666666666515e+03,3.477333333333333485e+02
4.112500000000000000e+03,4.600000000000000000e+02
8.222000000000000455e+02,2.466949999999999932e+02
2.055500000000000000e+03,2.878949999999999818e+02
8.222000000000000455e+02,3.051699999999999591e+02
3.574782608695651902e+02,2.949565217391304373e+02
4.111000000000000000e+03,2.470000000000000000e+02
1.027625000000000000e+03,1.411250000000000000e+02
8.139603960396038929e+01,3.639666336633663377e+02
1.370166666666666742e+03,1.355949999999999989e+02
1.110810810810810807e+02,2.835978378378378011e+02
8.220000000000000000e+02,3.336760000000000446e+02
3.161153846153846416e+02,3.496923076923076792e+02
8.218999999999999773e+02,3.517909999999999968e+02
3.044074074074073906e+02,1.863366666666667015e+02
5.478666666666666742e+02,1.459540000000000077e+02
2.738333333333333485e+03,2.646666666666666856e+02
3.734090909090909349e+02,2.859868181818181938e+02
1.026875000000000000e+03,2.445374999999999943e+02
4.107500000000000000e+03,1.800000000000000000e+02
1.642799999999999955e+03,2.400000000000000000e+02
3.159230769230769056e+02,2.746088461538461729e+02
3.159230769230769056e+02,1.678803846153845996e+02
1.173428571428571331e+03,4.000728571428571740e+02
4.562777777777777715e+02,4.874005555555555134e+02
9.120000000000000000e+02,1.851111111111111143e+02
4.828235294117646959e+02,2.848588235294117794e+02
2.104615384615384528e+02,2.672197435897435867e+02
5.862857142857143344e+02,2.296514285714285677e+02
2.736000000000000227e+02,1.773049999999999784e+02
2.736000000000000000e+03,3.021666666666666856e+02
7.461818181818181301e+02,1.939636363636363683e+02
2.647741935483870748e+02,2.621612903225806690e+02
2.736000000000000000e+03,3.675999999999999659e+02
1.025875000000000000e+03,3.920537500000000364e+02
1.641400000000000091e+03,2.701999999999999886e+02
8.206000000000000227e+02,2.605739999999999554e+02
4.103000000000000000e+03,2.300000000000000000e+02
2.734666666666666515e+03,2.183333333333333428e+02
4.102000000000000000e+03,2.236999999999999886e+02
