PayAmt,ElapsedDays,AvgPay,NumPays,Day,Month,Year,Weekday
184.0,0,213.36,7,29,6,1998,0
220.0,1,171.265,6,30,6,1998,1
282.0,1,321.91,7,30,6,1998,1
271.0,1,219.58597402597405,77,30,6,1998,1
281.8,2,247.08,5,1,7,1998,2
181.0,2,251.39605263157893,76,1,7,1998,2
347.0,2,271.2975,4,1,7,1998,2
396.0,2,331.06486486486483,37,1,7,1998,2
210.0,2,241.23166666666663,6,1,7,1998,2
631.0,2,242.10909090909087,11,1,7,1998,2
219.0,2,308.7333333333333,15,1,7,1998,2
855.0,2,505.0,2,1,7,1998,2
313.0,2,247.08,5,1,7,1998,2
695.0,2,349.91,4,1,7,1998,2
398.0,3,345.5,2,2,7,1998,3
215.0,3,268.6,8,2,7,1998,3
222.0,3,258.048,10,2,7,1998,3
204.0,7,199.84727272727275,33,6,7,1998,0
56.0,7,221.37,5,6,7,1998,0
350.76,7,259.9054545454546,11,6,7,1998,0
34.58,7,186.988,5,6,7,1998,0
183.0,7,251.6636842105264,38,6,7,1998,0
198.0,7,161.04000000000002,10,6,7,1998,0
287.4,7,245.3978947368421,19,6,7,1998,0
207.0,7,213.5,2,6,7,1998,0
184.0,7,254.9283333333333,36,6,7,1998,0
468.0,7,324.975,4,6,7,1998,0
580.8,7,349.91,4,6,7,1998,0
232.0,7,308.7333333333333,15,6,7,1998,0
192.4,7,199.84727272727275,33,6,7,1998,0
253.0,7,247.6,5,6,7,1998,0
955.0,7,331.06486486486483,37,6,7,1998,0
69.8,7,144.325,4,6,7,1998,0
302.0,8,339.4,5,7,7,1998,1
90.0,8,168.8181818181818,22,7,7,1998,1
252.48,8,290.088,10,7,7,1998,1
391.0,9,215.5606666666667,15,8,7,1998,2
257.0,9,434.474,20,8,7,1998,2
75.0,9,122.46875,8,8,7,1998,2
304.0,9,251.08333333333331,24,8,7,1998,2
176.25,9,340.70454545454544,11,8,7,1998,2
254.0,10,321.4,5,9,7,1998,3
103.0,10,68.0,2,9,7,1998,3
423.0,10,231.398,5,9,7,1998,3
173.0,10,258.048,10,9,7,1998,3
420.0,11,331.06486486486483,37,10,7,1998,4
384.0,11,235.0,4,10,7,1998,4
442.8,11,347.7333333333333,3,10,7,1998,4
113.0,11,161.04000000000002,10,10,7,1998,4
641.0,11,460.0,2,10,7,1998,4
207.0,14,246.695,10,13,7,1998,0
292.0,14,287.895,4,13,7,1998,0
256.4,14,305.17,10,13,7,1998,0
423.9,14,324.975,4,13,7,1998,0
422.0,14,294.95652173913044,23,13,7,1998,0
195.0,14,247.0,2,13,7,1998,0
16.0,15,141.125,8,14,7,1998,1
253.0,15,363.9666336633664,101,14,7,1998,1
157.0,15,135.595,6,14,7,1998,1
255.19,16,271.2975,4,15,7,1998,2
277.6,16,247.08,5,15,7,1998,2
272.0,16,283.5978378378378,74,15,7,1998,2
364.0,16,333.67600000000004,10,15,7,1998,2
41.0,16,308.7333333333333,15,15,7,1998,2
180.0,17,349.6923076923077,26,16,7,1998,3
400.0,17,351.791,10,16,7,1998,3
492.0,17,321.4,5,16,7,1998,3
138.75,17,340.70454545454544,11,16,7,1998,3
923.3,17,305.17,10,16,7,1998,3
265.0,17,186.3366666666667,27,16,7,1998,3
150.3,17,144.325,4,16,7,1998,3
34.0,18,145.954,15,17,7,1998,4
265.0,18,251.39605263157893,76,17,7,1998,4
241.0,21,264.6666666666667,3,20,7,1998,0
119.6,21,199.84727272727275,33,20,7,1998,0
173.0,21,285.9868181818182,22,20,7,1998,0
173.0,21,244.5375,8,20,7,1998,0
360.0,21,180.0,2,20,7,1998,0
219.0,22,240.0,5,21,7,1998,1
224.0,22,274.6088461538462,26,21,7,1998,1
99.0,22,167.8803846153846,26,21,7,1998,1
478.0,22,400.0728571428572,7,21,7,1998,1
312.0,22,247.6,5,21,7,1998,1
704.0,23,487.4005555555555,18,22,7,1998,2
121.0,28,185.11111111111111,9,27,7,1998,0
229.0,28,284.8588235294118,17,27,7,1998,0
334.0,28,267.2197435897436,39,27,7,1998,0
354.0,28,229.65142857142857,14,27,7,1998,0
397.0,28,167.8803846153846,26,27,7,1998,0
218.0,28,177.30499999999998,30,27,7,1998,0
195.0,28,219.58597402597405,77,27,7,1998,0
202.0,28,302.1666666666667,3,27,7,1998,0
288.0,28,285.9868181818182,22,27,7,1998,0
93.0,28,193.9636363636364,11,27,7,1998,0
158.0,28,262.16129032258067,31,27,7,1998,0
245.0,28,247.6,5,27,7,1998,0
417.0,28,367.6,3,27,7,1998,0
127.0,28,235.0,4,27,7,1998,0
576.0,29,392.05375,8,28,7,1998,1
174.0,29,141.125,8,28,7,1998,1
450.0,29,321.91,7,28,7,1998,1
230.0,29,270.2,5,28,7,1998,1
258.0,30,251.39605263157893,76,29,7,1998,2
133.0,30,171.265,6,29,7,1998,2
205.0,30,260.574,10,29,7,1998,2
332.0,30,240.0,5,29,7,1998,2
271.0,30,230.0,2,29,7,1998,2
267.0,31,434.474,20,30,7,1998,3
91.0,31,251.08333333333331,24,30,7,1998,3
257.0,32,218.33333333333331,3,31,7,1998,4
290.4,32,223.7,2,31,7,1998,4
149.92,32,114.384,5,31,7,1998,4
255.0,32,321.8181818181818,11,31,7,1998,4
281.0,32,256.6666666666667,3,31,7,1998,4
335.0,32,308.7333333333333,15,31,7,1998,4
79.0,32,144.0,3,31,7,1998,4
237.0,35,247.08,5,3,8,1998,0
399.0,35,296.1175,4,3,8,1998,0
94.0,35,142.5,4,3,8,1998,0
343.0,35,218.33333333333331,3,3,8,1998,0
107.0,35,122.46875,8,3,8,1998,0
360.0,36,217.33333333333331,3,4,8,1998,1
282.0,36,257.5,2,4,8,1998,1
317.0,37,487.4005555555555,18,5,8,1998,2
353.0,37,274.94875,8,5,8,1998,2
238.0,37,224.385,8,5,8,1998,2
200.0,38,800.0,8,6,8,1998,3
362.0,38,235.0,4,6,8,1998,3
200.0,38,176.13333333333333,3,6,8,1998,3
142.0,39,168.8181818181818,22,7,8,1998,4
262.0,39,185.11111111111111,9,7,8,1998,4
348.52,42,213.36,7,10,8,1998,0
461.5,42,242.10909090909087,11,10,8,1998,0
223.0,42,246.695,10,10,8,1998,0
531.0,42,285.4909090909091,44,10,8,1998,0
162.0,42,213.81,4,10,8,1998,0
486.0,42,232.77055555555555,18,10,8,1998,0
117.0,42,284.25,16,10,8,1998,0
411.0,43,285.4909090909091,44,11,8,1998,1
289.0,44,224.385,8,12,8,1998,2
415.0,44,241.23166666666663,6,12,8,1998,2
285.0,44,253.06800000000004,5,12,8,1998,2
84.0,44,186.3366666666667,27,12,8,1998,2
263.0,44,254.9283333333333,36,12,8,1998,2
278.0,44,287.895,4,12,8,1998,2
401.0,44,294.95652173913044,23,12,8,1998,2
211.0,45,155.375,8,13,8,1998,3
126.48,45,258.048,10,13,8,1998,3
395.0,45,487.4005555555555,18,13,8,1998,3
199.0,45,215.0205376344086,93,13,8,1998,3
318.0,46,268.6,8,14,8,1998,4
309.0,46,244.9575,12,14,8,1998,4
30.5,46,244.9575,12,14,8,1998,4
106.0,46,189.755625,16,14,8,1998,4
306.25,46,189.755625,16,14,8,1998,4
332.0,46,144.0,3,14,8,1998,4
412.5,49,302.1666666666667,3,17,8,1998,0
255.0,49,167.8803846153846,26,17,8,1998,0
232.0,49,284.8588235294118,17,17,8,1998,0
635.0,49,308.7333333333333,15,17,8,1998,0
150.48,50,177.24,2,18,8,1998,1
393.0,52,363.9666336633664,101,20,8,1998,3
217.0,56,169.9469565217391,23,24,8,1998,0
183.0,56,277.26666666666665,45,24,8,1998,0
144.7,56,267.2197435897436,39,24,8,1998,0
352.8,56,469.3333333333333,3,24,8,1998,0
307.0,56,321.8181818181818,11,24,8,1998,0
558.3,56,294.95652173913044,23,24,8,1998,0
148.5,57,307.83000000000004,60,25,8,1998,1
102.0,57,351.791,10,25,8,1998,1
347.0,57,185.11111111111111,9,25,8,1998,1
246.9,57,294.95652173913044,23,25,8,1998,1
69.0,59,78.5,2,27,8,1998,3
1220.54,59,656.77,2,27,8,1998,3
772.0,59,487.4005555555555,18,27,8,1998,3
227.0,59,176.88055555555556,18,27,8,1998,3
124.0,59,161.04000000000002,10,27,8,1998,3
54.0,59,231.398,5,27,8,1998,3
633.0,63,308.7333333333333,15,31,8,1998,0
266.0,63,245.3978947368421,19,31,8,1998,0
179.0,63,145.954,15,31,8,1998,0
170.0,63,199.84727272727275,33,31,8,1998,0
82.0,63,200.8325,4,31,8,1998,0
331.0,63,284.8588235294118,17,31,8,1998,0
470.8,63,367.6,3,31,8,1998,0
299.0,63,246.695,10,31,8,1998,0
268.0,63,349.6923076923077,26,31,8,1998,0
230.0,63,332.8,10,31,8,1998,0
523.0,63,277.26666666666665,45,31,8,1998,0
446.0,64,249.66666666666663,15,1,9,1998,1
213.0,64,142.5,4,1,9,1998,1
287.0,65,176.78571428571428,7,2,9,1998,2
195.0,66,122.46875,8,3,9,1998,3
215.0,67,296.1175,4,4,9,1998,4
776.0,72,487.4005555555555,18,9,9,1998,2
479.96,72,282.4586885245902,61,9,9,1998,2
256.0,72,251.08333333333331,24,9,9,1998,2
274.0,72,241.23166666666663,6,9,9,1998,2
605.0,72,285.5,6,9,9,1998,2
164.0,72,215.0205376344086,93,9,9,1998,2
231.0,73,206.3636363636364,11,10,9,1998,3
315.76,73,169.9469565217391,23,10,9,1998,3
102.0,73,284.25,16,10,9,1998,3
56.0,73,161.04000000000002,10,10,9,1998,3
891.2,74,469.3333333333333,3,11,9,1998,4
300.0,74,168.8181818181818,22,11,9,1998,4
301.0,74,229.65142857142857,14,11,9,1998,4
396.0,77,280.6,10,14,9,1998,0
244.0,77,339.4,5,14,9,1998,0
176.0,77,232.77055555555555,18,14,9,1998,0
239.85,77,221.37,5,14,9,1998,0
256.0,77,285.5,6,14,9,1998,0
237.0,77,186.988,5,14,9,1998,0
101.0,77,186.3366666666667,27,14,9,1998,0
337.25,77,340.70454545454544,11,14,9,1998,0
233.0,78,349.6923076923077,26,15,9,1998,1
278.0,78,280.6,10,15,9,1998,1
10.64,79,167.8803846153846,26,16,9,1998,2
233.0,79,189.755625,16,16,9,1998,2
186.0,79,141.125,8,16,9,1998,2
429.5,79,333.67600000000004,10,16,9,1998,2
366.0,79,215.5606666666667,15,16,9,1998,2
209.0,80,190.3825,12,17,9,1998,3
160.0,80,171.265,6,17,9,1998,3
362.47,80,296.1175,4,17,9,1998,3
329.4,81,347.7333333333333,3,18,9,1998,4
142.0,81,285.5,6,18,9,1998,4
473.0,81,321.91,7,18,9,1998,4
279.0,81,176.88055555555556,18,18,9,1998,4
230.0,81,285.5,6,18,9,1998,4
226.0,81,206.3636363636364,11,18,9,1998,4
310.0,84,277.26666666666665,45,21,9,1998,0
366.0,84,267.2197435897436,39,21,9,1998,0
297.0,84,283.5978378378378,74,21,9,1998,0
208.0,84,231.398,5,21,9,1998,0
570.0,84,349.6923076923077,26,21,9,1998,0
133.0,84,185.11111111111111,9,21,9,1998,0
241.0,86,363.9157894736842,38,23,9,1998,2
123.0,86,294.95652173913044,23,23,9,1998,2
295.8,86,251.39605263157893,76,23,9,1998,2
148.0,86,251.39605263157893,76,23,9,1998,2
295.0,86,260.574,10,23,9,1998,2
250.0,86,291.1472222222222,36,23,9,1998,2
245.0,86,800.0,8,23,9,1998,2
357.0,87,197.5,2,24,9,1998,3
370.0,87,363.9666336633664,101,24,9,1998,3
33.0,87,155.375,8,24,9,1998,3
218.0,91,122.0,2,28,9,1998,0
118.0,91,253.06800000000004,5,28,9,1998,0
281.0,91,332.2741111111111,90,28,9,1998,0
290.0,91,552.4,12,28,9,1998,0
441.0,91,552.4,12,28,9,1998,0
67.0,91,251.6636842105264,38,28,9,1998,0
381.5,91,391.0285714285714,28,28,9,1998,0
176.0,92,386.11,30,29,9,1998,1
124.0,92,162.0,2,29,9,1998,1
223.0,94,285.5,6,1,10,1998,3
381.0,95,251.08333333333331,24,2,10,1998,4
65.0,95,161.04000000000002,10,2,10,1998,4
372.0,98,246.695,10,5,10,1998,0
333.0,99,284.25,16,6,10,1998,1
198.0,99,333.38714285714286,14,6,10,1998,1
171.0,99,333.38714285714286,14,6,10,1998,1
84.0,99,199.84727272727275,33,6,10,1998,1
1160.0,100,751.1771428571428,7,7,10,1998,2
66.0,100,215.0205376344086,93,7,10,1998,2
345.0,100,283.5978378378378,74,7,10,1998,2
132.0,100,241.23166666666663,6,7,10,1998,2
344.0,100,333.67600000000004,10,7,10,1998,2
160.0,100,186.3366666666667,27,7,10,1998,2
129.0,105,309.84666666666664,90,12,10,1998,0
174.0,105,200.8325,4,12,10,1998,0
294.58,105,287.895,4,12,10,1998,0
67.0,105,145.954,15,12,10,1998,0
134.0,105,176.78571428571428,7,12,10,1998,0
288.0,105,307.83000000000004,60,12,10,1998,0
213.0,106,229.82827586206895,29,13,10,1998,1
128.0,106,219.58597402597405,77,13,10,1998,1
255.0,106,270.5,2,13,10,1998,1
254.0,106,240.0,5,13,10,1998,1
261.0,107,274.6666666666667,3,14,10,1998,2
1495.0,107,285.4909090909091,44,14,10,1998,2
415.0,107,221.37,5,14,10,1998,2
117.39,107,167.8803846153846,26,14,10,1998,2
454.0,107,340.91538461538465,39,14,10,1998,2
398.0,107,400.0728571428572,7,14,10,1998,2
151.0,107,291.1472222222222,36,14,10,1998,2
226.2,107,144.325,4,14,10,1998,2
240.2,107,260.40000000000003,3,14,10,1998,2
173.8,108,189.755625,16,15,10,1998,3
105.84,109,349.91,4,16,10,1998,4
749.0,109,309.84666666666664,90,16,10,1998,4
70.0,109,170.33333333333334,3,16,10,1998,4
935.0,109,487.4005555555555,18,16,10,1998,4
1035.0,108,487.4005555555555,18,15,10,1998,3
292.0,109,257.2057142857143,14,16,10,1998,4
138.0,109,169.9469565217391,23,16,10,1998,4
916.0,109,332.8,10,16,10,1998,4
212.0,109,215.5606666666667,15,16,10,1998,4
309.0,112,285.9868181818182,22,19,10,1998,0
302.0,112,308.7333333333333,15,19,10,1998,0
47.0,112,185.11111111111111,9,19,10,1998,0
406.0,112,332.2741111111111,90,19,10,1998,0
272.0,112,332.2741111111111,90,19,10,1998,0
330.0,113,552.4,12,20,10,1998,1
226.0,113,222.41,7,20,10,1998,1
242.99,113,231.398,5,20,10,1998,1
203.0,113,142.5,4,20,10,1998,1
347.5,113,213.36,7,20,10,1998,1
38.73,113,242.10909090909087,11,20,10,1998,1
361.0,114,252.8,5,21,10,1998,2
311.0,114,333.38714285714286,14,21,10,1998,2
190.0,115,357.5857142857143,7,22,10,1998,3
151.0,115,280.6,10,22,10,1998,3
362.0,115,306.86129032258066,31,22,10,1998,3
895.62,116,351.791,10,23,10,1998,4
127.0,116,156.01473684210526,19,23,10,1998,4
344.0,116,253.06800000000004,5,23,10,1998,4
166.0,121,274.6088461538462,26,28,10,1998,2
270.0,121,283.0,2,28,10,1998,2
228.0,121,199.84727272727275,33,28,10,1998,2
246.0,121,114.384,5,28,10,1998,2
50.0,121,284.8588235294118,17,28,10,1998,2
256.0,121,176.88055555555556,18,28,10,1998,2
287.0,121,282.4586885245902,61,28,10,1998,2
142.0,121,294.0,5,28,10,1998,2
327.0,123,280.6,10,30,10,1998,4
172.0,126,294.95652173913044,23,2,11,1998,0
260.6,126,137.3,2,2,11,1998,0
490.0,126,306.86129032258066,31,2,11,1998,0
299.39,126,241.23166666666663,6,2,11,1998,0
52.0,126,219.58597402597405,77,2,11,1998,0
395.0,126,251.08333333333331,24,2,11,1998,0
298.0,126,229.82827586206895,29,2,11,1998,0
424.65,126,240.325,2,2,11,1998,0
362.0,126,279.0,4,2,11,1998,0
623.0,126,349.6923076923077,26,2,11,1998,0
206.0,126,284.25,16,2,11,1998,0
233.0,127,277.26666666666665,45,3,11,1998,1
382.0,127,327.875,8,3,11,1998,1
268.0,127,267.2197435897436,39,3,11,1998,1
153.0,127,146.5,2,3,11,1998,1
163.0,127,229.65142857142857,14,3,11,1998,1
360.75,127,224.375,2,3,11,1998,1
350.0,127,307.83000000000004,60,3,11,1998,1
410.0,127,319.0,2,3,11,1998,1
1097.0,128,751.1771428571428,7,4,11,1998,2
214.0,128,155.375,8,4,11,1998,2
66.0,128,122.46875,8,4,11,1998,2
255.0,128,170.33333333333334,3,4,11,1998,2
372.0,129,309.84666666666664,90,5,11,1998,3
941.0,129,357.5857142857143,7,5,11,1998,3
878.0,130,309.84666666666664,90,6,11,1998,4
318.0,130,226.914,5,6,11,1998,4
423.2,130,357.6,2,6,11,1998,4
302.0,133,306.86129032258066,31,9,11,1998,0
228.0,133,246.695,10,9,11,1998,0
86.3,133,164.12857142857143,7,9,11,1998,0
299.0,133,270.2,5,9,11,1998,0
73.73,133,242.10909090909087,11,9,11,1998,0
228.0,133,245.3978947368421,19,9,11,1998,0
171.0,137,363.9666336633664,101,13,11,1998,4
281.0,137,244.5375,8,13,11,1998,4
253.0,137,215.5606666666667,15,13,11,1998,4
272.0,140,161.04000000000002,10,16,11,1998,0
319.0,140,213.81,4,16,11,1998,0
109.24,140,213.81,4,16,11,1998,0
1323.0,140,470.5,4,16,11,1998,0
590.0,140,332.2741111111111,90,16,11,1998,0
371.0,140,251.39605263157893,76,16,11,1998,0
425.0,143,279.0,4,19,11,1998,3
240.0,143,277.26666666666665,45,19,11,1998,3
280.0,143,176.78571428571428,7,19,11,1998,3
265.68,143,189.755625,16,19,11,1998,3
176.0,143,135.595,6,19,11,1998,3
175.55,144,254.9283333333333,36,20,11,1998,4
309.0,147,319.8181818181818,11,23,11,1998,0
101.0,147,186.3366666666667,27,23,11,1998,0
245.0,147,222.41,7,23,11,1998,0
327.11,148,333.38714285714286,14,24,11,1998,1
119.0,148,331.06486486486483,37,24,11,1998,1
233.26,148,274.94875,8,24,11,1998,1
274.0,149,167.8803846153846,26,25,11,1998,2
171.0,149,306.86129032258066,31,25,11,1998,2
349.0,154,260.574,10,30,11,1998,0
320.0,154,244.5375,8,30,11,1998,0
374.0,154,274.6088461538462,26,30,11,1998,0
312.8,154,245.3978947368421,19,30,11,1998,0
112.0,154,185.11111111111111,9,30,11,1998,0
353.0,155,274.6666666666667,3,1,12,1998,1
514.8,155,294.95652173913044,23,1,12,1998,1
191.72,155,242.10909090909087,11,1,12,1998,1
352.0,155,333.67600000000004,10,1,12,1998,1
219.0,155,219.58597402597405,77,1,12,1998,1
367.3,155,309.84666666666664,90,1,12,1998,1
195.0,156,298.3019230769231,52,2,12,1998,2
193.0,156,306.86129032258066,31,2,12,1998,2
236.0,156,285.9868181818182,22,2,12,1998,2
316.0,156,145.954,15,2,12,1998,2
273.0,157,365.9845945945946,37,3,12,1998,3
73.4,157,176.13333333333333,3,3,12,1998,3
58.0,158,261.25,4,4,12,1998,4
290.0,158,280.6,10,4,12,1998,4
194.0,161,274.6088461538462,26,7,12,1998,0
271.33,161,200.8325,4,7,12,1998,0
158.0,161,198.134,5,7,12,1998,0
45.0,161,122.46875,8,7,12,1998,0
61.0,161,199.84727272727275,33,7,12,1998,0
148.37,163,79.185,2,9,12,1998,2
162.0,163,283.5978378378378,74,9,12,1998,2
138.0,163,168.8181818181818,22,9,12,1998,2
213.0,163,244.5375,8,9,12,1998,2
78.7,163,309.84666666666664,90,9,12,1998,2
17.0,163,141.125,8,9,12,1998,2
386.0,165,321.91,7,11,12,1998,4
104.0,165,169.9469565217391,23,11,12,1998,4
215.0,165,258.048,10,11,12,1998,4
249.34,165,253.06800000000004,5,11,12,1998,4
183.0,165,177.30499999999998,30,11,12,1998,4
272.0,165,215.5606666666667,15,11,12,1998,4
370.6,165,270.2366666666666,30,11,12,1998,4
235.0,168,259.672,10,14,12,1998,0
50.0,168,176.88055555555556,18,14,12,1998,0
328.0,168,251.39605263157893,76,14,12,1998,0
428.0,168,400.0728571428572,7,14,12,1998,0
288.0,168,246.695,10,14,12,1998,0
243.72,169,242.10909090909087,11,15,12,1998,1
249.0,170,240.69666666666663,3,16,12,1998,2
211.0,170,241.88888888888889,18,16,12,1998,2
156.5,170,167.8803846153846,26,16,12,1998,2
28.0,172,168.8181818181818,22,18,12,1998,4
197.0,172,251.445,8,18,12,1998,4
400.0,172,487.4005555555555,18,18,12,1998,4
119.0,175,222.41,7,21,12,1998,0
241.0,175,288.302,5,21,12,1998,0
219.0,175,198.134,5,21,12,1998,0
331.46,175,181.23,2,21,12,1998,0
351.0,175,277.26666666666665,45,21,12,1998,0
76.0,175,130.0,2,21,12,1998,0
305.0,176,332.2741111111111,90,22,12,1998,1
393.0,176,260.574,10,22,12,1998,1
322.0,177,186.3366666666667,27,23,12,1998,2
385.0,177,363.9666336633664,101,23,12,1998,2
495.0,182,251.08333333333331,24,28,12,1998,0
295.0,182,294.95652173913044,23,28,12,1998,0
246.52,182,282.4586885245902,61,28,12,1998,0
321.0,182,251.0,2,28,12,1998,0
76.0,184,229.65142857142857,14,30,12,1998,2
181.0,185,176.78571428571428,7,31,12,1998,3
71.9,189,164.5075,8,4,1,1999,0
302.0,189,145.954,15,4,1,1999,0
733.0,189,552.4,12,4,1,1999,0
364.0,189,264.6666666666667,3,4,1,1999,0
191.0,190,327.875,8,5,1,1999,1
487.0,190,439.245,20,5,1,1999,1
302.0,190,269.3333333333333,3,5,1,1999,1
318.0,190,269.3333333333333,3,5,1,1999,1
292.21,190,285.9868181818182,22,5,1,1999,1
509.4,190,347.1333333333334,3,5,1,1999,1
163.0,190,294.95652173913044,23,5,1,1999,1
411.0,190,252.8,5,5,1,1999,1
276.0,192,283.5978378378378,74,7,1,1999,3
187.25,192,189.755625,16,7,1,1999,3
298.0,192,307.83000000000004,60,7,1,1999,3
123.0,196,246.695,10,11,1,1999,0
244.0,196,156.01473684210526,19,11,1,1999,0
307.0,196,279.52200000000005,5,11,1,1999,0
356.0,196,388.0,3,11,1,1999,0
849.4,199,552.4,12,14,1,1999,3
129.0,199,157.06666666666666,3,14,1,1999,3
495.0,199,439.245,20,14,1,1999,3
214.0,199,189.2,10,14,1,1999,3
117.0,199,251.39605263157893,76,14,1,1999,3
433.0,199,333.38714285714286,14,14,1,1999,3
225.0,200,349.6923076923077,26,15,1,1999,4
167.0,200,209.0,3,15,1,1999,4
180.0,200,365.9845945945946,37,15,1,1999,4
157.0,200,141.125,8,15,1,1999,4
333.0,203,261.5930769230769,13,18,1,1999,0
191.0,203,167.8803846153846,26,18,1,1999,0
92.4,203,232.77055555555555,18,18,1,1999,0
178.0,203,198.134,5,18,1,1999,0
511.3,203,244.5375,8,18,1,1999,0
317.5,203,185.11111111111111,9,18,1,1999,0
953.0,203,439.245,20,18,1,1999,0
174.0,203,258.7453571428572,28,18,1,1999,0
122.5,203,256.8260869565217,23,18,1,1999,0
150.0,203,332.8,10,18,1,1999,0
302.0,204,192.956,10,19,1,1999,1
34.0,204,155.375,8,19,1,1999,1
186.4,205,466.40675675675686,37,20,1,1999,2
542.0,205,306.475,48,20,1,1999,2
51.0,205,284.8588235294118,17,20,1,1999,2
402.0,205,258.048,10,20,1,1999,2
423.0,207,222.99864864864867,74,22,1,1999,4
317.0,207,487.4005555555555,18,22,1,1999,4
189.0,207,487.4005555555555,18,22,1,1999,4
473.0,207,294.95652173913044,23,22,1,1999,4
172.0,207,215.5606666666667,15,22,1,1999,4
229.0,210,222.41,7,25,1,1999,0
123.0,210,251.6636842105264,38,25,1,1999,0
206.5,210,176.78571428571428,7,25,1,1999,0
315.0,210,260.574,10,25,1,1999,0
251.0,210,260.574,10,25,1,1999,0
350.0,210,288.302,5,25,1,1999,0
421.0,211,306.475,48,26,1,1999,1
142.5,211,185.11111111111111,9,26,1,1999,1
315.0,211,249.66666666666663,15,26,1,1999,1
31.0,211,176.88055555555556,18,26,1,1999,1
226.0,211,229.65142857142857,14,26,1,1999,1
140.0,212,71.5,2,27,1,1999,2
304.0,212,309.0,3,27,1,1999,2
148.0,214,225.0,3,29,1,1999,4
313.0,217,199.84727272727275,33,1,2,1999,0
299.0,217,221.37,5,1,2,1999,0
90.0,217,177.30499999999998,30,1,2,1999,0
63.0,217,155.375,8,1,2,1999,0
340.0,217,333.67600000000004,10,1,2,1999,0
732.2,217,552.4,12,1,2,1999,0
389.0,217,261.5930769230769,13,1,2,1999,0
1213.0,218,751.1771428571428,7,2,2,1999,1
95.0,218,176.95454545454547,22,2,2,1999,1
242.0,218,164.12857142857143,7,2,2,1999,1
96.0,220,156.01473684210526,19,4,2,1999,3
77.75,220,122.46875,8,4,2,1999,3
135.6,220,114.384,5,4,2,1999,3
246.0,220,439.245,20,4,2,1999,3
79.0,221,178.5,2,5,2,1999,4
106.0,224,236.91666666666663,12,8,2,1999,0
355.0,225,309.0,3,9,2,1999,1
263.0,225,259.672,10,9,2,1999,1
242.0,225,251.08333333333331,24,9,2,1999,1
207.0,225,282.4586885245902,61,9,2,1999,1
253.0,225,187.0,3,9,2,1999,1
119.0,225,249.66666666666663,15,9,2,1999,1
232.9,226,278.78888888888895,9,10,2,1999,2
311.0,227,280.6,10,11,2,1999,3
160.0,227,258.048,10,11,2,1999,3
359.0,227,225.0,3,11,2,1999,3
373.0,231,185.25,8,15,2,1999,0
216.0,232,176.95454545454547,22,16,2,1999,1
250.0,232,332.8,10,16,2,1999,1
243.0,232,213.3554545454545,11,16,2,1999,1
113.5,232,164.12857142857143,7,16,2,1999,1
345.0,232,167.8803846153846,26,16,2,1999,1
181.5,233,213.36,7,17,2,1999,2
226.67,233,198.134,5,17,2,1999,2
36.0,233,186.3366666666667,27,17,2,1999,2
296.0,233,185.25,8,17,2,1999,2
339.0,233,274.6088461538462,26,17,2,1999,2
156.0,233,332.2741111111111,90,17,2,1999,2
308.0,233,229.82827586206895,29,17,2,1999,2
163.0,234,187.0,2,18,2,1999,3
89.0,234,800.0,8,18,2,1999,3
224.94,235,224.385,8,19,2,1999,4
313.0,235,261.25,4,19,2,1999,4
60.0,238,439.245,20,22,2,1999,0
403.0,238,357.5857142857143,7,22,2,1999,0
128.25,238,365.9845945945946,37,22,2,1999,0
54.0,238,251.39605263157893,76,22,2,1999,0
46.0,238,156.06666666666666,3,22,2,1999,0
226.0,238,155.375,8,22,2,1999,0
309.09,238,240.69666666666663,3,22,2,1999,0
214.4,238,552.4,12,22,2,1999,0
122.0,239,363.9666336633664,101,23,2,1999,1
184.4,239,290.088,10,23,2,1999,1
205.0,239,294.95652173913044,23,23,2,1999,1
190.0,240,168.8181818181818,22,24,2,1999,2
345.0,240,255.75,4,24,2,1999,2
279.0,241,264.0444444444445,9,25,2,1999,3
291.0,241,176.88055555555556,18,25,2,1999,3
290.0,241,222.41,7,25,2,1999,3
196.0,241,177.30499999999998,30,25,2,1999,3
121.0,245,199.84727272727275,33,1,3,1999,0
287.0,245,333.38714285714286,14,1,3,1999,0
360.0,245,251.08333333333331,24,1,3,1999,0
165.5,245,189.755625,16,1,3,1999,0
189.0,245,288.302,5,1,3,1999,0
168.0,245,321.91,7,1,3,1999,0
142.4,245,267.46666666666664,3,1,3,1999,0
121.0,245,217.33333333333331,3,1,3,1999,0
172.0,246,260.574,10,2,3,1999,1
788.0,246,285.9868181818182,22,2,3,1999,1
279.0,246,156.01473684210526,19,2,3,1999,1
263.0,246,155.375,8,2,3,1999,1
421.0,246,400.0728571428572,7,2,3,1999,1
401.0,246,237.57571428571427,7,2,3,1999,1
371.0,246,206.3636363636364,11,2,3,1999,1
251.0,247,333.67600000000004,10,3,3,1999,2
370.1,247,357.5857142857143,7,3,3,1999,2
549.0,248,751.1771428571428,7,4,3,1999,3
255.0,249,206.3636363636364,11,5,3,1999,4
258.0,249,186.988,5,5,3,1999,4
157.0,249,261.5930769230769,13,5,3,1999,4
368.0,252,278.0,6,8,3,1999,0
182.0,252,249.66666666666663,15,8,3,1999,0
423.2,252,470.5,7,8,3,1999,0
234.0,252,233.5,4,8,3,1999,0
